DATAFLOW,LAST UPDATE,freq,meat,meatitem,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 25 countries (2004-2006),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (2007-2013),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2021,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2022,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 27 countries (from 2020),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2020,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2022,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,European Union - 28 countries (2013-2020),2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2014,7.31,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2015,7.47,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2016,7.94,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2017,8.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2018,8.13,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2019,8.37,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2020,8.43,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2021,8.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2022,8.84,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Finland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2014,358,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2015,340,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2016,352,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2017,330,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2018,331,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2019,317,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2020,321,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2021,295,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2022,244.92,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,France,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2018,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2021,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2022,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Croatia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2014,70.75,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2015,76.6,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2016,81.34,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2017,78.08,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2018,79.36,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2019,78.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2020,80.76,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2021,73.33,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2022,63.91,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Hungary,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2014,9.78,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2015,11.37,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2016,11.43,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2017,13.09,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2018,13.52,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2019,12.99,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2020,13.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2021,15.13,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2022,14.72,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Ireland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2015,0.1,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2016,0.13,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2017,0.26,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2018,0.25,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2019,0.3,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2020,0.32,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2021,0.31,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2022,0.32,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Iceland,2023,0.39,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2014,309.89,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2015,313.04,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2016,331.86,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2017,308.63,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2018,300.13,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2019,300.7,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2020,313.25,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2021,297.83,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2022,211.13,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Italy,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2014,4.48,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2015,4.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2016,4.58,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2017,5.03,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2018,5.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2021,1.89,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2022,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Lithuania,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2022,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Luxembourg,2023,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2015,0,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2017,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2018,0.02,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2019,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2020,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2021,0.02,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2022,0.02,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Latvia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2017,0.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2018,0.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2019,0.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2020,0.01,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2021,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2022,0,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Montenegro,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2016,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2022,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,North Macedonia,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2018,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2019,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2022,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Malta,2023,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2014,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2015,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2016,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2017,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2018,0,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2019,0,p
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2020,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2021,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2022,0,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Netherlands,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2014,264.98,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2015,305.65,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2016,342.38,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2017,332.53,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2018,376.57,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2019,385.56,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2020,406.78,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2021,363.15,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2022,409.17,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Poland,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2014,35.33,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2015,36.28,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2016,37.9,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2017,38.68,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2018,41.57,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2019,43.73,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2020,47.19,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2021,48.99,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2022,45.65,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Portugal,2023,,
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Romania,2014,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Romania,2015,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Romania,2016,,c
ESTAT:APRO_MT_PANN(1.0),26/01/24 23:00:00,Annual,Turkey,Slaughterings,Thousand tonnes,Romania,2017,,c
