DATAFLOW,LAST UPDATE,freq,unit,crops,agprdmet,geo,TIME_PERIOD,OBS_VALUE
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2012,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2013,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2014,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2015,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2016,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2017,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2018,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2019,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Albania,2020,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Austria,2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Bulgaria,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Switzerland,2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Cyprus,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Czechia,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Czechia,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Czechia,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Estonia,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Greece,2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 27 countries (from 2020),2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2020,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,European Union - 28 countries (2013-2020),2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Croatia,2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Hungary,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2012,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2014,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2016,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2018,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Iceland,2021,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Lithuania,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Latvia,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2010,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2011,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2012,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2013,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2014,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,Montenegro,2015,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2000,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2001,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2002,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2003,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2004,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2005,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2006,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2007,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2008,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2009,
ESTAT:SDG_02_40(1.0),14/02/24 23:00:00,Annual,Percentage of total utilised agricultural area,Utilised agricultural area excluding kitchen gardens,Total fully converted and under conversion to organic farming,North Macedonia,2010,
